File_1,File_2,TED,Myers Diff,Local Fingerprint,Labels
711724.py,773001.py,0.35185185185185186,0.5128205128205128,0.08,0
711724.py,741180.py,0.2962962962962963,0.01673640167364021,0.11,0
711724.py,712220.py,0.5555555555555556,0.306930693069307,0.45,0
711724.py,712494.py,0.2037037037037037,0.8593155893536122,0.06,0
711724.py,773513.py,0.2962962962962963,0.5981873111782477,0.08,0
711724.py,684697.py,0.4444444444444444,0.013698630136986356,0.14,0
711724.py,762315.py,0.2777777777777778,0.9047619047619048,0.12,0
711724.py,707304.py,0.2962962962962963,0.6818181818181819,0.08,0
711724.py,684110.py,0.42592592592592593,0.009456264775413725,0.13,0
711724.py,702311.py,0.2962962962962963,0.8660287081339713,0.09,0
711724.py,700010.py,0.2962962962962963,0.0037878787878787845,0.02,0
711724.py,684417.py,0.42592592592592593,0.014851485148514865,0.13,0
745378.py,743113.py,1.0,1.0,1.0,1
143591.py,143635.py,1.0,0.9767441860465116,1.0,1
143591.py,143616.py,1.0,1.0,1.0,1
143591.py,148409.py,1.0,0.9883720930232558,1.0,1
143591.py,143620.py,1.0,0.9772727272727273,1.0,1
143591.py,143617.py,1.0,0.945054945054945,1.0,1
143591.py,143626.py,1.0,1.0,1.0,1
143591.py,143605.py,1.0,1.0,1.0,1
143591.py,143625.py,1.0,1.0,1.0,1
143591.py,143614.py,1.0,1.0,1.0,1
143591.py,143603.py,1.0,1.0,1.0,1
143591.py,143700.py,1.0,0.9767441860465116,1.0,1
143591.py,143606.py,1.0,0.9885057471264368,1.0,1
143591.py,143627.py,1.0,0.9885057471264368,1.0,1
143591.py,143612.py,1.0,0.9247311827956989,1.0,1
143591.py,136274.py,1.0,0.9767441860465116,1.0,1
143591.py,143611.py,1.0,0.9942196531791907,1.0,1
143591.py,144286.py,1.0,1.0,1.0,1
143591.py,143618.py,1.0,0.9767441860465116,1.0,1
143591.py,143737.py,1.0,0.945054945054945,1.0,1
143591.py,143622.py,1.0,1.0,1.0,1
143591.py,143609.py,1.0,0.9883720930232558,1.0,1
772825.py,773001.py,0.9130434782608695,0.8315789473684211,0.7,1
772825.py,788250.py,1.0,0.9622641509433962,0.7,1
772825.py,773447.py,1.0,0.9577464788732395,0.89,1
772825.py,773296.py,0.782608695652174,0.7570621468926554,0.75,1
772825.py,773276.py,1.0,0.7734806629834254,1.0,1
143598.py,143589.py,0.875,0.9189189189189189,0.7,1
143635.py,143616.py,1.0,0.9767441860465116,1.0,1
143635.py,148409.py,1.0,0.9767441860465116,1.0,1
143635.py,143620.py,1.0,0.9545454545454546,1.0,1
143635.py,143617.py,1.0,0.9230769230769231,1.0,1
143635.py,143626.py,1.0,0.9767441860465116,1.0,1
143635.py,143605.py,1.0,0.9767441860465116,1.0,1
143635.py,143625.py,1.0,0.9767441860465116,1.0,1
143635.py,143614.py,1.0,0.9767441860465116,1.0,1
143635.py,143603.py,1.0,0.9767441860465116,1.0,1
143635.py,143700.py,1.0,0.9651162790697675,1.0,1
143635.py,143606.py,1.0,0.9655172413793104,1.0,1
143635.py,143627.py,1.0,0.9655172413793104,1.0,1
143635.py,143612.py,1.0,0.9032258064516129,1.0,1
143635.py,136274.py,1.0,1.0,1.0,1
143635.py,143611.py,1.0,0.9710982658959537,1.0,1
143635.py,144286.py,1.0,0.9767441860465116,1.0,1
143635.py,143618.py,1.0,0.9651162790697675,1.0,1
143635.py,143737.py,1.0,0.9230769230769231,1.0,1
143635.py,143622.py,1.0,0.9767441860465116,1.0,1
143635.py,143609.py,1.0,0.9767441860465116,1.0,1
714231.py,714626.py,1.0,1.0,1.0,1
756796.py,761709.py,1.0,0.9791666666666666,1.0,1
756796.py,743420.py,1.0,0.963855421686747,0.93,1
711441.py,745329.py,1.0,1.0,1.0,1
773284.py,772841.py,1.0,0.9814814814814815,0.73,1
143616.py,148409.py,1.0,0.9883720930232558,1.0,1
143616.py,143620.py,1.0,0.9772727272727273,1.0,1
143616.py,143617.py,1.0,0.945054945054945,1.0,1
143616.py,143626.py,1.0,1.0,1.0,1
143616.py,143605.py,1.0,1.0,1.0,1
143616.py,143625.py,1.0,1.0,1.0,1
143616.py,143614.py,1.0,1.0,1.0,1
143616.py,143603.py,1.0,1.0,1.0,1
143616.py,143700.py,1.0,0.9767441860465116,1.0,1
143616.py,143606.py,1.0,0.9885057471264368,1.0,1
143616.py,143627.py,1.0,0.9885057471264368,1.0,1
143616.py,143612.py,1.0,0.9247311827956989,1.0,1
143616.py,136274.py,1.0,0.9767441860465116,1.0,1
143616.py,143611.py,1.0,0.9942196531791907,1.0,1
143616.py,144286.py,1.0,1.0,1.0,1
143616.py,143618.py,1.0,0.9767441860465116,1.0,1
143616.py,143737.py,1.0,0.945054945054945,1.0,1
143616.py,143622.py,1.0,1.0,1.0,1
143616.py,143609.py,1.0,0.9883720930232558,1.0,1
148513.py,148515.py,1.0,0.9895833333333334,1.0,1
148513.py,143601.py,1.0,1.0,1.0,1
148513.py,143595.py,0.8947368421052632,0.9841269841269842,0.82,1
148513.py,143604.py,1.0,1.0,1.0,1
148513.py,143587.py,1.0,0.9895833333333334,1.0,1
773057.py,773189.py,0.9473684210526315,0.7924528301886793,0.88,1
773057.py,773296.py,0.9473684210526315,0.7567567567567568,0.75,1
773057.py,773247.py,1.0,0.7924528301886793,0.75,1
773057.py,706808.py,0.9473684210526315,0.8367346938775511,0.88,1
793224.py,793225.py,1.0,1.0,1.0,1
712563.py,711360.py,1.0,0.960960960960961,0.93,1
712563.py,712220.py,1.0,0.973293768545994,1.0,1
712563.py,712530.py,1.0,0.9657320872274143,0.76,1
712563.py,712529.py,1.0,0.9367088607594937,0.76,1
712563.py,712378.py,1.0,0.9757575757575757,1.0,1
712563.py,712347.py,0.9795918367346939,0.9294871794871795,0.76,1
712563.py,711858.py,1.0,0.9532710280373832,1.0,1
687632.py,686092.py,1.0,0.9799426934097422,0.71,1
687632.py,684776.py,1.0,0.9914040114613181,0.81,1
148409.py,143620.py,1.0,0.9659090909090909,1.0,1
148409.py,143617.py,1.0,0.9340659340659341,1.0,1
148409.py,143626.py,1.0,0.9883720930232558,1.0,1
148409.py,143605.py,1.0,0.9883720930232558,1.0,1
148409.py,143625.py,1.0,0.9883720930232558,1.0,1
148409.py,143614.py,1.0,0.9883720930232558,1.0,1
148409.py,143603.py,1.0,0.9883720930232558,1.0,1
148409.py,143700.py,1.0,0.9883720930232558,1.0,1
148409.py,143606.py,1.0,0.9770114942528736,1.0,1
