File_1,File_2,TED,Myers Diff,Local Fingerprint,Labels
688408.py,748616.py,0.8441558441558441,0.8722741433021807,0.71,1
688408.py,681809.py,0.935064935064935,0.9285714285714286,0.78,1
688408.py,746686.py,0.8571428571428571,0.8785046728971962,0.76,1
688408.py,747346.py,0.922077922077922,0.9171974522292994,0.78,1
747931.py,691327.py,0.8717948717948718,0.8598130841121495,0.71,1
747931.py,750234.py,1.0,0.9893238434163701,1.0,1
747931.py,750729.py,1.0,0.9893238434163701,1.0,1
740355.py,741591.py,1.0,0.9961685823754789,1.0,1
776522.py,776430.py,1.0,1.0,0.95,1
681536.py,691288.py,0.847457627118644,0.9046728971962616,0.71,1
750785.py,750298.py,1.0,1.0,1.0,1
750785.py,746674.py,1.0,1.0,1.0,1
685744.py,691081.py,1.0,1.0,1.0,1
685744.py,690960.py,1.0,1.0,1.0,1
685744.py,750138.py,0.9753086419753086,0.9614243323442137,0.72,1
685744.py,691185.py,1.0,0.9969040247678018,0.88,1
685744.py,748616.py,0.9876543209876543,0.9538461538461538,0.81,1
685744.py,681809.py,0.8765432098765432,0.9423076923076923,0.88,1
685744.py,746686.py,1.0,0.9846153846153847,0.88,1
685744.py,747346.py,0.8518518518518519,0.9245283018867925,0.88,1
685744.py,748763.py,0.9753086419753086,0.9614243323442137,0.72,1
750298.py,746674.py,1.0,1.0,1.0,1
761446.py,776147.py,1.0,1.0,1.0,1
696430.py,765837.py,1.0,0.9812734082397003,1.0,1
